money,brand,model,year,color,fuel_type,door,gear,motor,body_type,kilometers,currency
12489000,Toyota,Hilux,2019,Blanco,Diesel,4,Automatic,2.8,Pick-Up,64000,pesos
5889000,Jeep,Renegade,2017,Gris,Nafta,5,Automatic,1.8,SUV,62000,pesos
3700000,Toyota,RAV4,2010,Negro,Nafta,5,Automatic,2.4,SUV,98000,pesos
3089900,Chevrolet,Prisma,2017,Negro,Nafta/CNG,4,Manual,1.4,Sedain,69000,pesos
6489900,Audi,A1,2016,Gris,Nafta,3,Automatic,1.4,Hatchback,46000,pesos
4389900,Audi,A3 Sportback,2011,Blanco,Nafta,5,Automatic,2,Hatchback,89000,pesos
2800000,Peugeot,308,2016,Blanco,Nafta,5,Manual,1.6,Hatchback,161000,pesos
4630000,Peugeot,208,2022,Negro,Nafta,5,Manual,1.6,Hatchback,500,pesos
26990,Toyota,SW4,2011,Negro,Diesel,5,Manual,3.0 TD,SUV,140000,Dollar
8000,Volkswagen,Gol Trend,2013,Gris,Nafta,5,Manual,1.6,Hatchback,130000,Dollar
3989900,Audi,A4,2011,Gris,Nafta,4,Automatic,2,Sedain,99100,pesos
3050000,Renault,Logan,2016,,Nafta,4,Manual,1.6,Sedain,37300,pesos
7150000,Honda,HR-V,2017,Blanco,Nafta,5,Automatic,1.8,SUV,77000,pesos
3450500,Volkswagen,Suran,2015,Plateado,Nafta,5,Manual,1.6,Monovolumen,65000,pesos
3500000,Ford,Fiesta Kinetic Design,2017,Plateado,Nafta,5,Manual,1.6,Hatchback,44000,pesos
8500000,Volkswagen,Amarok,2019,Dorado,Diesel,4,Automatic,2,Pick-Up,88000,pesos
1690000,Chevrolet,Celta,2013,,Nafta,3,Manual,1.4,Hatchback,109000,pesos
2750000,Peugeot,408,2012,Gris,Nafta,4,Automatic,1.6,Sedain,95000,pesos
10500000,Peugeot,3008,2020,Gris,Nafta,5,Automatic,1.6,SUV,45800,pesos
3250000,Chevrolet,Onix,2017,Negro,Nafta,5,Manual,1.4,Hatchback,112000,pesos
2649900,Ford,Fiesta Kinetic Design,2013,Violeta,Nafta,5,Manual,1.6,Hatchback,79000,pesos
11900000,Toyota,Hilux,2019,Gris,Diesel,4,Automatic,2.8,Pick-Up,51600,pesos
6690000,Toyota,Corolla,2019,Marrón,Nafta,4,Automatic,1.8,Sedain,49000,pesos
10900000,Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5,Automatic,1.4,SUV,48700,pesos
5099999,Volkswagen,Saveiro,2019,Gris,Nafta,2,Manual,1.6,Pick-Up,86000,pesos
3290000,Citroen,C3,2017,Blanco,Nafta,5,Manual,1.5,Hatchback,96400,pesos
5390000,Ford,Focus III,2017,Rojo,Nafta,5,Automatic,2,Hatchback,26000,pesos
2550000,Citroen,C3,2014,Blanco,Nafta,5,Manual,1.6,Hatchback,119000,pesos
2990000,Peugeot,308,2014,Blanco,Nafta,5,Manual,1.6,Hatchback,74000,pesos
3300000,Volkswagen,Gol Trend,2018,Gris,Nafta,5,Manual,1.6,Hatchback,55000,pesos
4690000,Chevrolet,Tracker,2017,Gris,Nafta,5,Automatic,1.8,SUV,41000,pesos
5099999,Renault,Duster,2019,Plateado,Nafta,5,Manual,1.6,SUV,59000,pesos
3299999,Volkswagen,Gol Trend,2018,Gris,Nafta,5,Manual,1.6,Hatchback,55000,pesos
11850000,Ford,Ranger,2021,Gris,Diesel,4,Automatic,3.2,Pick-Up,61000,pesos
4900000,Chevrolet,S10,2016,Blanco,Diesel,4,Manual,2.8,Pick-Up,152000,pesos
7300000,Toyota,Corolla,2021,Negro,Nafta,4,Automatic,1.8,Sedain,29200,pesos
3900000,Renault,Sandero,2020,Blanco,Nafta,5,Automatic,1.6,Hatchback,62400,pesos
8500000,Peugeot,5008,2018,Gris,Nafta,5,Manual,1.6,Monovolumen,52000,pesos
14500,Mercedes-Benz,Clase C,2009,Azul,Nafta,4,Automatic,3,Sedain,105000,Dollar
43990,Mercedes-Benz,Clase GLA,2017,Gris,Nafta,5,Automatic,1.6,SUV,60000,Dollar
4000000,Ford,Fiesta Kinetic Design,2019,Plateado,Nafta/CNG,5,Manual,1.6,Hatchback,38000,pesos
3000000,Volkswagen,Up!,2016,Gris,Nafta,3,Manual,1,Hatchback,25000,pesos
77500,RAM,1500,2022,Gris,Nafta,4,Automatic,5.7,Pick-Up,8000,Dollar
7390000,Jeep,Renegade,2020,Blanco,Nafta,5,Automatic,1.8,SUV,40000,pesos
89990,BMW,Serie 2,2021,Celeste,Nafta,2,Automatic,3,Coupe,2500,Dollar
8500000,Volkswagen,Vento,2018,Blanco,Nafta,4,Manual,2,Sedain,44000,pesos
33999,Volkswagen,Golf,2016,Blanco,Nafta,5,Automatic,2,Hatchback,41100,Dollar
5480000,BMW,Serie 3,2009,Gris,Nafta,2,Manual,2.5,Coupe,79700,pesos
4400000,Citroen,C4 Lounge,2018,Blanco,Diesel,4,Manual,1.6,Sedain,48000,pesos
8250000,Volkswagen,Amarok,2018,Plateado,Diesel,4,Automatic,2,Pick-Up,50000,pesos
7500000,Volkswagen,Sharan,2014,,Nafta,5,Automatic,2,Monovolumen,66000,pesos
5800000,Volkswagen,Vento,2015,Blanco,Nafta,4,Automatic,2.5,Sedain,98000,pesos
2750000,Citroen,DS3,2012,,Nafta,3,Manual,1.6,Hatchback,95000,pesos
2700000,Chevrolet,Prisma,2013,Celeste,Nafta,4,Manual,1.4,Sedain,64000,pesos
9250000,Mercedes-Benz,Sprinter,2018,Blanco,Diesel,2,Manual,2.1,Minivan,242000,pesos
2440000,Renault,Fluence,2013,Dorado,Nafta,4,Manual,1.6,Sedain,45000,pesos
2189900,Renault,Clio,2016,Gris,Nafta,5,Manual,1.2,Hatchback,89100,pesos
2977000,Toyota,Etios,2017,Blanco,Nafta,5,Manual,1.5,Hatchback,85400,pesos
26990,Volkswagen,Polo,2021,Blanco,Nafta,5,Automatic,1.4,Hatchback,10900,Dollar
3150000,Ford,Ranger,2007,Blanco,Diesel,2,Manual,3,Pick-Up,178000,pesos
3000000,Volkswagen,Gol Trend,2016,Blanco,Nafta,5,Manual,1.6,Hatchback,96133,pesos
3000000,Citroen,C4 Lounge,2016,Gris,Nafta,4,Automatic,1.6,Sedain,76916,pesos
6000000,Fiat,Toro,2017,Plateado,Diesel,4,Automatic,2,Pick-Up,108933,pesos
3300000,Chery,Tiggo 3,2017,Gris,Nafta,5,Manual,1.6,SUV,71239,pesos
2600000,Renault,Fluence,2016,Blanco,Nafta,4,Manual,1.6,Sedain,98700,pesos
8700000,Citroen,Jumpy,2022,,Diesel,3,Manual,1.6,Van,1000,pesos
3280000,Ford,Ka,2018,Rojo,Nafta,5,Manual,1.5,Hatchback,37000,pesos
4690000,Renault,Kangoo,2021,Gris,Nafta,3,Manual,1.6,Van,23000,pesos
1895000,Suzuki,Swift,2009,Gris,Nafta,5,Manual,1.5,Hatchback,190000,pesos
4350000,Ford,Focus III,2017,Blanco,Nafta,5,Automatic,2,Hatchback,44500,pesos
11200000,Toyota,Hilux,2021,Gris,Diesel,4,Automatic,2.8,Pick-Up,28000,pesos
11890000,Volkswagen,Taos,2022,Gris,Nafta,5,Automatic,1.4,SUV,1011,pesos
4200000,Renault,Sandero,2020,Gris,Nafta,5,Manual,1.6,Hatchback,22000,pesos
5890000,Hyundai,Creta,2019,Blanco,Nafta,5,Automatic,1.6,SUV,55000,pesos
4200000,Ford,Focus III,2018,Blanco,Nafta,4,Manual,1.6,Sedain,46000,pesos
8990000,Dodge,Journey,2018,Negro,Nafta,5,Manual,3.6,SUV,60000,pesos
3000000,BMW,Serie 1,2008,Gris,Nafta,5,Manual,1.6,Hatchback,121000,pesos
77500,RAM,1500,2022,Blanco,Nafta,4,Automatic,5.7,Pick-Up,4700,Dollar
4690000,Renault,Captur,2018,Naranja,Nafta,5,Manual,2,SUV,61000,pesos
11195000,Volkswagen,Golf,2019,Blanco,Nafta,5,Automatic,2,Hatchback,58000,pesos
5990000,Jeep,Renegade,2018,Azul,Nafta,5,Automatic,1.8,SUV,62000,pesos
5450500,Volkswagen,Amarok,2015,Blanco,Diesel,4,Manual,2,Pick-Up,115000,pesos
16300,Ford,F-100,1997,Gris,Diesel,2,Manual,2.5,Pick-Up,335000,Dollar
6190000,Honda,Fit,2019,Blanco,Nafta,5,Automatic,1.5,Hatchback,28000,pesos
7890000,Hyundai,Santa Fe,2017,Gris,Nafta,5,Automatic,2.4,SUV,90000,pesos
9590000,Jeep,Compass,2020,Gris,Nafta,5,Manual,2.4,SUV,6000,pesos
36990,Toyota,Corolla,2022,Blanco,Híbrido/Nafta,4,Automatic,1.8,Sedain,1111,Dollar
10400000,Ford,Territory,2022,Dorado,Nafta,5,Automatic,1.5,SUV,1000,pesos
1950000,Renault,Clio,2012,Negro,Nafta,5,Manual,1.2,Hatchback,122000,pesos
14299000,Volkswagen,Amarok,2022,Blanco,Diesel,4,Automatic,3,Pick-Up,500,pesos
26500,Fiat,500X,2019,Gris,Nafta,5,Automatic,1.4,SUV,60900,Dollar
4990000,Renault,Captur,2019,Blanco,Nafta,5,Automatic,1.6,SUV,73000,pesos
5990000,Kia,Cerato,2020,Blanco,Nafta,4,Automatic,2,Sedain,86000,pesos
2689000,Peugeot,208,2015,Blanco,Nafta,5,Manual,1.5,Hatchback,71000,pesos
2700000,Renault,Kangoo,2011,Gris,Nafta,4,Automatic,1.6,Monovolumen,39000,pesos
13900,Kia,Soul,2016,Azul,Nafta,5,Automatic,1.6,SUV,126000,Dollar
7040000,Volkswagen,Amarok,2014,Gris,Diesel,4,Automatic,2,Pick-Up,125000,pesos
3400000,Volkswagen,Voyage,2017,Gris,Nafta,4,Manual,1.6,Sedain,83000,pesos
2900000,Chevrolet,Prisma,2015,Blanco,Nafta,4,Manual,1.4,Sedain,126000,pesos
2500000,Chevrolet,Sonic,2013,Gris,Nafta,5,Manual,1.6,Hatchback,102000,pesos
2090000,Volkswagen,Bora,2011,Negro,Nafta,4,Manual,2,Sedain,168200,pesos
4700000,Chevrolet,Tracker,2017,Plateado,Nafta,5,Automatic,1.8,SUV,45100,pesos
65900,Ford,Ranger Raptor,2022,Blanco,Diesel,4,Automatic,2,Pick-Up,1111,Dollar
77490,RAM,1500,2022,Blanco,Nafta,4,Automatic,5.7,Pick-Up,4700,Dollar
16500,Ford,Focus III,2017,Gris,Nafta,5,Automatic,2,Hatchback,75000,Dollar
2990000,Volkswagen,Suran Cross,2014,,Nafta,5,Manual,1.6,Monovolumen,120000,pesos
2850000,Peugeot,308,2012,Blanco,Nafta,5,Manual,1.6,Hatchback,136000,pesos
5050000,Peugeot,2008,2019,Blanco,Nafta,5,Manual,1.6,SUV,29530,pesos
3800000,Chevrolet,Onix,2018,Gris,Nafta,5,Manual,1.4,Hatchback,28300,pesos
6700000,Honda,HR-V,2018,Gris,Nafta,5,Automatic,1.8,SUV,99700,pesos
4989900,Volkswagen,T-Cross,2019,Rojo,Nafta,5,Manual,1.6,SUV,69100,pesos
6290000,Volkswagen,T-Cross,2019,Gris,Nafta,5,Manual,1.6,SUV,30000,pesos
7789900,Volkswagen,Amarok,2018,Azul,Diesel,4,Manual,2,Pick-Up,99100,pesos
31000,Mercedes-Benz,Clase A,2017,Plateado,Nafta,5,Manual,1.6,Hatchback,59000,Dollar
5890000,Chevrolet,S10,2016,Blanco,Diesel,4,Manual,2.8,Pick-Up,143000,pesos
7889900,Volkswagen,Amarok,2018,Blanco,Diesel,4,Manual,2,Pick-Up,79000,pesos
3489900,Hyundai,Tucson,2011,Gris,Nafta,5,Manual,2,SUV,137000,pesos
79000,BMW,Serie 2,2021,Azul,Nafta,2,Automatic,2,Coupe,4100,Dollar
46999,Mercedes-Benz,Clase A,2017,Blanco,Nafta,5,Automatic,2,Hatchback,12000,Dollar
4490000,Fiat,Toro,2017,Plateado,Diesel,4,Manual,2,Pick-Up,65000,pesos
6200000,Toyota,Corolla,2019,Blanco,Nafta,4,Automatic,1.8,Sedain,31000,pesos
128000,Ford,F-150,2020,Blanco,Diesel,4,Automatic,2,Pick-Up,52900,Dollar
90000,BMW,Serie 2,2021,Azul,Nafta,2,Automatic,3,Coupe,2500,Dollar
68000,Audi,S3,2018,Azul,Nafta,3,Automatic,2,Hatchback,25500,Dollar
235000,Audi,R8 Coupe,2011,Blanco,Nafta,2,Automatic,5.2,Coupe,19200,Dollar
3280000,Citroen,C4 Lounge,2016,Blanco,Nafta,4,Automatic,1.6,Sedain,100000,pesos
30000,Honda,HR-V,2020,Blanco,Nafta,5,Automatic,1.8,SUV,20000,Dollar
6199999,Toyota,Corolla,2019,Blanco,Nafta,4,Automatic,1.8,Sedain,31000,pesos
15000,Volkswagen,Vento,2014,Gris,Nafta,4,Automatic,2,Sedain,119000,Dollar
4739600,Chevrolet,Tracker,2017,Blanco,Nafta,5,Manual,1.8,SUV,47000,pesos
4150000,Ford,Focus III,2019,Blanco,Nafta/CNG,4,Manual,1.6,Sedain,57000,pesos
2550000,Renault,Sandero,2017,Blanco,Nafta,5,Manual,1.6,Hatchback,120000,pesos
2800000,Volkswagen,Gol Trend,2016,Gris,Nafta,5,Manual,1.6,Hatchback,82000,pesos
3150000,Chevrolet,Onix,2015,Gris,Nafta,5,Automatic,1.4,Hatchback,67000,pesos
24800,BMW,Serie 3,2008,Negro,Nafta,2,Manual,3,Coupe,91400,Dollar
2050000,Volkswagen,Gol,2014,Gris,Nafta,5,Manual,1.4,Hatchback,43000,pesos
34900,Honda,CR-V,2016,Negro,Nafta,5,Automatic,2.4,SUV,62000,Dollar
10900000,Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5,Automatic,1.4,SUV,48500,pesos
2050000,Chevrolet,Meriva,2012,Gris,Nafta/CNG,5,Manual,1.8,Monovolumen,98000,pesos
8300000,Jeep,Compass,2019,Blanco,Nafta,5,Automatic,2.4,SUV,36000,pesos
3189900,Chevrolet,Onix,2016,Rojo,Nafta,5,Manual,1.4,Hatchback,60000,pesos
8300000,Jeep,Compass,2019,Blanco,Nafta,5,Manual,2.4,SUV,36000,pesos
1200000,Chevrolet,Corsa,2008,Plateado,Nafta,3,Manual,1.6,Hatchback,150000,pesos
11400000,Ford,Territory,2022,Blanco,Nafta,5,Automatic,1.5,SUV,1000,pesos
3600000,Peugeot,308,2014,Gris,Nafta,5,Automatic,1.6,Hatchback,118000,pesos
4700000,Citroen,C4 Cactus,2018,Negro,Nafta,5,Automatic,1.2,SUV,39600,pesos
2800000,Chevrolet,Prisma,2016,Negro,Nafta,4,Manual,1.4,Sedain,70943,pesos
4600000,Renault,Captur,2017,Blanco,Nafta,5,Automatic,2,SUV,42800,pesos
3800000,Citroen,Berlingo,2015,Gris,Diesel,5,Manual,1.6,Monovolumen,134545,pesos
19500,Mini,Cooper Countryman,2014,Azul,Nafta,5,Automatic,1.6,Hatchback,119000,Dollar
6646000,Ford,Ranger,2020,Blanco,Diesel,4,Manual,2.2,Pick-Up,127000,pesos
3355000,Chevrolet,Prisma,2019,Negro,Nafta/CNG,4,Manual,1.4,Sedain,83000,pesos
2800000,Ford,Ka,2016,Rojo,Nafta,5,Manual,1.5,Hatchback,61000,pesos
7100000,Volkswagen,Vento,2018,Gris,Nafta,4,Manual,2,Sedain,120000,pesos
2165000,Chevrolet,Celta,2014,Negro,Nafta/CNG,5,Manual,1.4,Hatchback,69000,pesos
4890000,Volkswagen,Tiguan,2012,Gris,Nafta,5,Automatic,2,SUV,148000,pesos
41990,Toyota,SW4,2016,Blanco,Diesel,5,Automatic,2.8,SUV,73000,Dollar
11989900,RAM,1500,2017,Gris,Nafta,4,Automatic,5.7,Pick-Up,79100,pesos
8900,Volvo,C30,2008,Negro,Nafta,5,Manual,2,Hatchback,173000,Dollar
10359900,DS,DS3 Crossback,2021,Azul,Nafta,5,Automatic,1.2,Hatchback,15100,pesos
10900000,Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5,Automatic,1.4,SUV,48750,pesos
10000,Volvo,960,1995,Gris,Nafta,5,Manual,3,Rural,125000,Dollar
10359900,DS,DS3 Crossback,2021,Verde,Nafta,5,Automatic,1.2,Hatchback,15000,pesos
23000,Volkswagen,Amarok,2016,Azul,Diesel,4,Manual,2,Pick-Up,215000,Dollar
1698000,Ford,Ka,2011,,Nafta,3,Manual,1.6,Hatchback,97000,pesos
7390000,Volkswagen,Amarok,2016,Negro,Diesel,4,Manual,2,Pick-Up,135000,pesos
13500,Volkswagen,Tiguan,2009,Plateado,Diesel,5,Automatic,2,SUV,170000,Dollar
9300000,Ford,Territory,2022,Blanco,Nafta,5,Automatic,1.5,SUV,10897,pesos
3790000,Ford,Ecosport,2017,Gris,Nafta,5,Manual,1.6,SUV,74000,pesos
5890000,Volkswagen,T-Cross,2019,Gris,Nafta,5,Automatic,1.6,SUV,88000,pesos
15990,Jeep,Patriot,2012,Negro,Nafta,5,Manual,2,SUV,119000,Dollar
24500,Volkswagen,Nivus,2021,Gris,Nafta,5,Automatic,1,SUV,10000,Dollar
4989900,Volkswagen,T-Cross,2019,Violeta,Nafta,5,Manual,1.6,SUV,69000,pesos
9900000,Toyota,RAV4,2017,Gris,Nafta,5,Automatic,2.5,SUV,83100,pesos
7250000,Toyota,Corolla,2021,Negro,Nafta,4,Automatic,1.8,Sedain,29120,pesos
4100000,Renault,Duster,2018,Blanco,Nafta/CNG,5,Manual,1.6,SUV,111000,pesos
4100000,Chevrolet,Cruze II,2016,Blanco,Nafta,4,Manual,1.4,Sedain,63000,pesos
9900000,Jeep,Compass,2022,Plateado,Nafta,5,Automatic,1.3,SUV,1800,pesos
6589900,Mercedes-Benz,Sprinter,2015,Blanco,Diesel,2,Manual,2.1,Van,179100,pesos
14500,BMW,Serie 3,2008,Gris,Nafta,4,Manual,2,Sedain,73000,Dollar
2400000,Renault,Fluence,2011,Gris,Nafta,4,Manual,1.6,Sedain,89000,pesos
30990,Jeep,Compass,2017,Blanco,Nafta,5,Automatic,2.4,SUV,41000,Dollar
430000,Audi,R8 Coupe,2020,Azul,Nafta,2,Automatic,5.2,Coupe,3000,Dollar
13499,Mitsubishi,Outlander,2012,Negro,Nafta,5,Automatic,2.4,SUV,168000,Dollar
3600000,Citroen,DS4,2012,Gris,Nafta,5,Automatic,1.6,Hatchback,86000,pesos
3350000,Chevrolet,Prisma,2017,Blanco,Nafta,4,Manual,1.4,Sedain,121000,pesos
2650000,Renault,Duster,2013,Gris,Nafta,5,Manual,1.6,SUV,106000,pesos
5350000,Renault,Duster Oroch,2019,Blanco,Nafta,5,Manual,2,SUV,28000,pesos
1950000,Peugeot,504,1996,,Diesel,4,Manual,2.3,Sedain,99000,pesos
5650000,Toyota,Corolla,2017,Plateado,Nafta,4,Automatic,1.8,Sedain,55000,pesos
3600000,Citroen,Aircross,2018,Blanco,Nafta,5,Automatic,1.6,Hatchback,67000,pesos
6790000,Chevrolet,Tracker,2022,Blanco,Nafta,5,Manual,1.2,SUV,1400,pesos
1860000,Renault,Logan,2014,Negro,Nafta,4,Manual,1.6,Sedain,86000,pesos
4800000,Toyota,Yaris,2019,Blanco,Nafta,4,Automatic,1.5,Sedain,35000,pesos
4190000,Fiat,Cronos,2021,Gris,Nafta,4,Manual,1.3,Sedain,21000,pesos
3400000,Peugeot,2008,2017,Gris,Nafta,5,Manual,1.6,SUV,70000,pesos
39990,Toyota,Hilux,2022,Gris,Diesel,4,Automatic,2.8,Pick-Up,18000,Dollar
2790000,Toyota,Corolla,2013,Plateado,Nafta,4,Manual,1.8,Sedain,143000,pesos
8900000,Chevrolet,Tracker,2020,Plateado,Nafta,5,Automatic,1.2,SUV,37000,pesos
1990000,Citroen,Berlingo,2009,Plateado,Nafta,5,Manual,1.4,Van,220000,pesos
9100000,Dodge,Journey,2018,Negro,Nafta,5,Manual,3.6,SUV,41800,pesos
3075000,Chevrolet,Onix,2016,Plateado,Nafta,5,Manual,1.4,Hatchback,58500,pesos
3290000,Ford,Ka,2018,Blanco,Nafta,5,Manual,1.5,Hatchback,30000,pesos
2390000,Citroen,C4,2014,Blanco,Nafta,5,Automatic,2,Hatchback,76000,pesos
46990,Volkswagen,Golf,2018,Blanco,Nafta,5,Automatic,2,Hatchback,15300,Dollar
2850000,Chevrolet,Onix,2016,Plateado,Nafta,5,Manual,1.4,Hatchback,68000,pesos
3190000,Renault,Sandero Stepway,2018,Plateado,Nafta/CNG,5,Manual,1.6,Hatchback,52000,pesos
90000,Jeep,Grand Cherokee,2017,Gris,Nafta,5,Automatic,6.4,SUV,35000,Dollar
4950000,Toyota,Yaris,2019,Blanco,Nafta,4,Manual,1.5,Sedain,37000,pesos
2300000,Citroen,C3 Picasso,2011,Negro,Nafta,5,Manual,1.6,Hatchback,114600,pesos
15900,Volkswagen,Passat,2012,Gris,Nafta,4,Automatic,2,Sedain,147000,Dollar
3098900,Ford,Ka,2018,Blanco,Nafta,5,Manual,1.5,Hatchback,58000,pesos
2499700,Peugeot,408,2011,Negro,Nafta,4,Automatic,2,Sedain,80000,pesos
4149800,Peugeot,208,2018,Gris,Nafta,5,Automatic,1.6,Hatchback,33000,pesos
3998700,Ford,Ecosport,2016,Negro,Nafta,5,Manual,1.6,SUV,80000,pesos
3249800,Ford,Fiesta Kinetic Design,2015,Azul,Nafta,5,Manual,1.6,Hatchback,55000,pesos
2799800,Citroen,C3,2013,Gris,Nafta,5,Manual,1.6,Hatchback,34000,pesos
3949800,Volkswagen,Suran,2019,Gris,Nafta,5,Manual,1.6,Monovolumen,48000,pesos
2781000,Nissan,March,2015,Rojo,Nafta,5,Manual,1.6,Hatchback,51000,pesos
4449800,Peugeot,208,2020,Gris,Nafta,5,Manual,1.6,Hatchback,11000,pesos
11290000,Ford,Territory,2022,Negro,Nafta,5,Automatic,1.5,SUV,1000,pesos
3450000,Toyota,Etios,2017,Blanco,Nafta,5,Manual,1.5,Hatchback,87000,pesos
3000000,Nissan,March,2018,Gris,Nafta,5,Manual,1.6,Hatchback,67082,pesos
3190000,Peugeot,3008,2013,Negro,Nafta,5,Manual,1.6,Monovolumen,135000,pesos
7700000,Honda,CR-V,2017,Gris,Nafta,5,Automatic,2.4,SUV,154451,pesos
2890000,Chevrolet,Cruze,2014,Gris,Nafta,5,Manual,1.8,Hatchback,107000,pesos
5250000,Chevrolet,Tracker,2018,Gris,Nafta,5,Automatic,1.8,SUV,52000,pesos
46000,Volkswagen,Amarok,2019,Gris,Diesel,4,Automatic,3,Pick-Up,49000,Dollar
3960000,Peugeot,2008,2017,Blanco,Nafta,5,Manual,1.6,SUV,75358,pesos
44900,Volkswagen,Amarok,2019,Gris,Diesel,4,Automatic,3,Pick-Up,57500,Dollar
2890000,Toyota,Etios,2015,Gris,Nafta,5,Manual,1.5,Hatchback,84000,pesos
